condition_name,agent_name,mean_reward,std_reward
low_congestion_cb_transparent_ratio06_halt3,RandomAgent,11530.07291283829,110.12934057287087
low_congestion_cb_transparent_ratio06_halt3,EpsilonGreedyAgent,17439.029333201765,875.9490158563244
low_congestion_cb_transparent_ratio06_halt3,UCB_BaselineAgent,17856.303642922845,932.9620661307637
low_congestion_cb_transparent_ratio06_halt3,RiskAverseEpsilonGreedyAgent,15332.631064319525,2415.0547666424673
low_congestion_cb_transparent_ratio06_halt3,RiskAverseUCBAgent,14689.140972500149,1797.1161871717457
low_congestion_cb_transparent_ratio06_halt5,RandomAgent,11569.44898255999,142.79087972380952
low_congestion_cb_transparent_ratio06_halt5,EpsilonGreedyAgent,17202.783426510596,1014.8981577390219
low_congestion_cb_transparent_ratio06_halt5,UCB_BaselineAgent,17974.501926179033,818.8736478273682
low_congestion_cb_transparent_ratio06_halt5,RiskAverseEpsilonGreedyAgent,15601.648673710819,2517.740388769101
low_congestion_cb_transparent_ratio06_halt5,RiskAverseUCBAgent,14303.003546253418,1480.8061464222387
low_congestion_cb_transparent_ratio08_halt10,RandomAgent,9587.703045678154,3692.3332355778803
low_congestion_cb_transparent_ratio08_halt10,EpsilonGreedyAgent,14104.656932371776,6278.199435182452
low_congestion_cb_transparent_ratio08_halt10,UCB_BaselineAgent,14513.640476519273,6500.790334887505
low_congestion_cb_transparent_ratio08_halt10,RiskAverseEpsilonGreedyAgent,12095.407745683808,5570.209754937941
low_congestion_cb_transparent_ratio08_halt10,RiskAverseUCBAgent,12004.28277655379,5283.865048170186
low_congestion_cb_transparent_ratio08_halt3,RandomAgent,11552.657246513687,104.79334026091546
low_congestion_cb_transparent_ratio08_halt3,EpsilonGreedyAgent,17361.711274495647,892.6727981413688
low_congestion_cb_transparent_ratio08_halt3,UCB_BaselineAgent,18055.026055202998,812.003568615484
low_congestion_cb_transparent_ratio08_halt3,RiskAverseEpsilonGreedyAgent,14767.084850498184,2174.209160355476
low_congestion_cb_transparent_ratio08_halt3,RiskAverseUCBAgent,14715.408421844846,1706.0070431560232
low_congestion_cb_transparent_ratio08_halt5,RandomAgent,11566.58417021113,123.65089361456249
low_congestion_cb_transparent_ratio08_halt5,EpsilonGreedyAgent,17430.961426951657,839.7800617854867
low_congestion_cb_transparent_ratio08_halt5,UCB_BaselineAgent,18138.325318058294,824.5879713298744
low_congestion_cb_transparent_ratio08_halt5,RiskAverseEpsilonGreedyAgent,14733.61690473148,2380.9532038988996
low_congestion_cb_transparent_ratio08_halt5,RiskAverseUCBAgent,14570.391489853959,1783.8980253894088
