condition_name,agent_name,mean_reward,std_reward,ci95_reward,n_observations
balanced_zero_on_collision_cb_opaque_ratio06_halt3,RandomAgent_1,6029.687205941473,143.84707477880272,51.47501462248869,30
balanced_zero_on_collision_cb_opaque_ratio06_halt3,EpsilonGreedyAgent_1,6536.932601109344,91.63415329031231,32.79086062606032,30
balanced_zero_on_collision_cb_opaque_ratio06_halt3,UCB_BaselineAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_opaque_ratio06_halt3,RiskAverseEpsilonGreedyAgent_1,4348.294374872913,158.48609161175713,56.71351951870525,30
balanced_zero_on_collision_cb_opaque_ratio06_halt3,RiskAverseUCBAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_transparent_ratio06_halt3,RandomAgent_1,4460.553222070187,298.4750587525771,106.80792805389129,30
balanced_zero_on_collision_cb_transparent_ratio06_halt3,EpsilonGreedyAgent_1,7775.084454517378,436.6278446665491,156.24526757570405,30
balanced_zero_on_collision_cb_transparent_ratio06_halt3,UCB_BaselineAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_transparent_ratio06_halt3,RiskAverseEpsilonGreedyAgent_1,5465.4353259058635,333.070880238746,119.18788377851038,30
balanced_zero_on_collision_cb_transparent_ratio06_halt3,RiskAverseUCBAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_opaque_ratio06_halt5,RandomAgent_1,5123.719759607802,119.33187691732563,42.702363733805534,30
balanced_zero_on_collision_cb_opaque_ratio06_halt5,EpsilonGreedyAgent_1,2156.5500286330885,231.26491135027067,82.75708568790417,30
balanced_zero_on_collision_cb_opaque_ratio06_halt5,UCB_BaselineAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_opaque_ratio06_halt5,RiskAverseEpsilonGreedyAgent_1,1227.185721707037,200.61147402397327,71.78789401663066,30
balanced_zero_on_collision_cb_opaque_ratio06_halt5,RiskAverseUCBAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_transparent_ratio06_halt5,RandomAgent_1,3.9666410931071243,2.3730685473372697,0.8491916736033239,30
balanced_zero_on_collision_cb_transparent_ratio06_halt5,EpsilonGreedyAgent_1,0.5312391129197503,1.4374511770594591,0.5143852975253747,30
balanced_zero_on_collision_cb_transparent_ratio06_halt5,UCB_BaselineAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_transparent_ratio06_halt5,RiskAverseEpsilonGreedyAgent_1,0.5521283409967186,1.3234592013189632,0.4735937928867758,30
balanced_zero_on_collision_cb_transparent_ratio06_halt5,RiskAverseUCBAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_opaque_ratio08_halt3,RandomAgent_1,6608.339544770816,289.3749885638596,103.55150975862725,30
balanced_zero_on_collision_cb_opaque_ratio08_halt3,EpsilonGreedyAgent_1,10413.514280526751,535.8307379068349,191.7445670087251,30
balanced_zero_on_collision_cb_opaque_ratio08_halt3,UCB_BaselineAgent_1,0.0,0.0,0.0,30
